province,scenario,feature,feature_value,shap_value,abs_shap_value,rank
Sumatera Selatan,Base,resilience_x_d_log_usd_idr,-0.0,-0.27185954125720624,0.27185954125720624,2
Sumatera Selatan,Base,export_intensity,5.062825252421273,0.035868802139922336,0.035868802139922336,3
Sumatera Utara,Base,d_log_palm_oil,0.0,-0.2949460623687565,0.2949460623687565,1
Sumatera Utara,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,2
Sumatera Utara,Base,export_intensity,4.647492163248561,0.035868802139922336,0.035868802139922336,3
Aceh,Severe,export_intensity_x_d_log_usd_idr,0.08353504460782614,-0.24300163000945532,0.24300163000945532,1
Aceh,Severe,export_intensity,1.4336126640659357,-0.16017128197382613,0.16017128197382613,2
Aceh,Severe,d_log_usd_idr,0.05826890812397577,-0.1464943288999986,0.1464943288999986,3
Bali,Severe,export_intensity_x_d_log_usd_idr,0.06178652819024559,-0.2195787344774835,0.2195787344774835,1
Bali,Severe,export_intensity,1.0603687314474053,-0.16017128197382613,0.16017128197382613,2
Bali,Severe,d_log_usd_idr,0.05826890812397577,-0.13867465829609107,0.13867465829609107,3
Banten,Severe,export_intensity_x_d_log_usd_idr,0.4078363169098022,0.08976593698096576,0.08976593698096576,1
Banten,Severe,d_log_nickel,0.029134454061987884,0.08087855761495369,0.08087855761495369,2
Banten,Severe,d_log_palm_oil,0.0672944473242426,0.07203103018935271,0.07203103018935271,3
Bengkulu,Severe,export_intensity_x_d_log_usd_idr,0.0544698663844746,-0.2195787344774835,0.2195787344774835,1
Bengkulu,Severe,export_intensity,0.9348015629292702,-0.16017128197382613,0.16017128197382613,2
Bengkulu,Severe,d_log_usd_idr,0.05826890812397577,-0.13867465829609107,0.13867465829609107,3
Di Yogyakarta,Severe,export_intensity_x_d_log_usd_idr,0.08231623523242622,-0.24300163000945532,0.24300163000945532,1
Di Yogyakarta,Severe,export_intensity,1.412695687677658,-0.16017128197382613,0.16017128197382613,2
Di Yogyakarta,Severe,d_log_usd_idr,0.05826890812397577,-0.14058321552945693,0.14058321552945693,3
Dki Jakarta,Severe,export_intensity_x_d_log_usd_idr,0.10903016133520177,0.15729259133242848,0.15729259133242848,1
Dki Jakarta,Severe,d_log_nickel,0.029134454061987884,0.07671415725381767,0.07671415725381767,2
Dki Jakarta,Severe,d_log_palm_oil,0.0672944473242426,0.06365921734774461,0.06365921734774461,3
Gorontalo,Severe,export_intensity_x_d_log_usd_idr,0.03207886597389399,-0.2195787344774835,0.2195787344774835,1
Gorontalo,Severe,export_intensity,0.5505314413244441,-0.16017128197382613,0.16017128197382613,2
Gorontalo,Severe,d_log_usd_idr,0.05826890812397577,-0.1327635449255494,0.1327635449255494,3
Jambi,Severe,export_intensity_x_d_log_usd_idr,0.21101513607917022,0.08976593698096576,0.08976593698096576,1
Jambi,Severe,d_log_nickel,0.029134454061987884,0.08087855761495369,0.08087855761495369,2
Jambi,Severe,d_log_palm_oil,0.0672944473242426,0.07606602287902488,0.07606602287902488,3
Jawa Barat,Severe,export_intensity_x_d_log_usd_idr,0.3909234831171689,0.08976593698096576,0.08976593698096576,1
Jawa Barat,Severe,d_log_nickel,0.029134454061987884,0.08087855761495369,0.08087855761495369,2
Jawa Barat,Severe,d_log_palm_oil,0.0672944473242426,0.07794214355989441,0.07794214355989441,3
Jawa Tengah,Severe,export_intensity_x_d_log_usd_idr,0.18311569227521277,0.15729259133242848,0.15729259133242848,1
Jawa Tengah,Severe,d_log_palm_oil,0.0672944473242426,0.07891562466794155,0.07891562466794155,2
Jawa Tengah,Severe,d_log_nickel,0.029134454061987884,0.07671415725381767,0.07671415725381767,3
Jawa Timur,Severe,export_intensity_x_d_log_usd_idr,0.23894504695309182,0.08976593698096576,0.08976593698096576,1
Jawa Timur,Severe,d_log_palm_oil,0.0672944473242426,0.08197713624956658,0.08197713624956658,2
Jawa Timur,Severe,d_log_nickel,0.029134454061987884,0.08087855761495369,0.08087855761495369,3
Kalimantan Barat,Severe,export_intensity_x_d_log_usd_idr,0.2050196280842747,0.08976593698096576,0.08976593698096576,1
Kalimantan Barat,Severe,d_log_nickel,0.029134454061987884,0.08087855761495369,0.08087855761495369,2
Kalimantan Barat,Severe,d_log_palm_oil,0.0672944473242426,0.07606602287902488,0.07606602287902488,3
Kalimantan Selatan,Severe,export_intensity_x_d_log_usd_idr,1.1844134879854307,0.08976593698096576,0.08976593698096576,1
Kalimantan Selatan,Severe,d_log_nickel,0.029134454061987884,0.08087855761495369,0.08087855761495369,2
Kalimantan Selatan,Severe,d_log_palm_oil,0.0672944473242426,0.07203103018935271,0.07203103018935271,3
